line_id,bill_id,charge_type,description,quantity_kwh,unit_price,amount
5098,BILL-0107-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),268,0.0378,10.13
5099,BILL-0107-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),268,0.0112,3
5100,BILL-0107-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,268,0.0197,5.27
5101,BILL-0107-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,268,0.0103,2.75
5102,BILL-0107-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,268,0.0117,3.13
5103,BILL-0107-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.98
5104,BILL-0107-02,taxes,ΦΠΑ (6% + 24%),,,20.12
5105,BILL-0107-03,energy,Χρέωση Ενέργειας - Προμήθεια,358,0.1107,39.62
5106,BILL-0107-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),358,0.0373,13.35
5107,BILL-0107-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),358,0.0106,3.79
5108,BILL-0107-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,358,0.0189,6.76
5109,BILL-0107-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,358,0.01,3.57
5110,BILL-0107-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,358,0.0114,4.09
5111,BILL-0107-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.51
5112,BILL-0107-03,taxes,ΦΠΑ (6% + 24%),,,25.61
5113,BILL-0107-04,energy,Χρέωση Ενέργειας - Προμήθεια,731,0.1179,86.21
5114,BILL-0107-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),731,0.034,24.86
5115,BILL-0107-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),731,0.011,8.05
5116,BILL-0107-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,731,0.0185,13.53
5117,BILL-0107-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,731,0.0099,7.27
5118,BILL-0107-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,731,0.011,8.01
5119,BILL-0107-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,5.02
5120,BILL-0107-04,taxes,ΦΠΑ (6% + 24%),,,47.25
5121,BILL-0107-05,energy,Χρέωση Ενέργειας - Προμήθεια,467,0.1107,51.68
5122,BILL-0107-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),467,0.0338,15.79
5123,BILL-0107-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),467,0.0113,5.29
5124,BILL-0107-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,467,0.0181,8.44
5125,BILL-0107-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,467,0.0092,4.3
5126,BILL-0107-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,467,0.0109,5.1
5127,BILL-0107-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.21
5128,BILL-0107-05,taxes,ΦΠΑ (6% + 24%),,,33.01
5129,BILL-0107-06,energy,Χρέωση Ενέργειας - Προμήθεια,715,0.081,57.93
5130,BILL-0107-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),715,0.0267,19.07
5131,BILL-0107-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),715,0.0078,5.6
5132,BILL-0107-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,715,0.0125,8.97
5133,BILL-0107-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,715,0.0067,4.82
5134,BILL-0107-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,715,0.0076,5.46
5135,BILL-0107-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.44
5136,BILL-0107-06,taxes,ΦΠΑ (6% + 24%),,,34.71
5137,BILL-0108-01,energy,Χρέωση Ενέργειας - Προμήθεια,524,0.085,44.55
5138,BILL-0108-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),524,0.0243,12.73
5139,BILL-0108-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),524,0.0079,4.15
5140,BILL-0108-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,524,0.0127,6.68
5141,BILL-0108-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,524,0.0071,3.71
5142,BILL-0108-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,524,0.0081,4.25
5143,BILL-0108-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.63
5144,BILL-0108-01,taxes,ΦΠΑ (6% + 24%),,,23.36
5145,BILL-0108-02,energy,Χρέωση Ενέργειας - Προμήθεια,485,0.0858,41.6
5146,BILL-0108-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),485,0.0267,12.97
5147,BILL-0108-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),485,0.0082,3.99
5148,BILL-0108-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,485,0.0123,5.97
5149,BILL-0108-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,485,0.0071,3.45
5150,BILL-0108-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,485,0.0076,3.68
5151,BILL-0108-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.33
5152,BILL-0108-02,taxes,ΦΠΑ (6% + 24%),,,21.23
5153,BILL-0108-03,energy,Χρέωση Ενέργειας - Προμήθεια,495,0.089,44.04
5154,BILL-0108-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),495,0.0276,13.65
5155,BILL-0108-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),495,0.0087,4.32
5156,BILL-0108-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,495,0.0142,7.05
5157,BILL-0108-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,495,0.0071,3.53
5158,BILL-0108-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,495,0.0087,4.32
5159,BILL-0108-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.54
5160,BILL-0108-03,taxes,ΦΠΑ (6% + 24%),,,25.61
5161,BILL-0108-04,energy,Χρέωση Ενέργειας - Προμήθεια,727,0.0987,71.73
5162,BILL-0108-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),727,0.0298,21.65
5163,BILL-0108-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),727,0.0093,6.78
5164,BILL-0108-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,727,0.0149,10.82
5165,BILL-0108-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,727,0.008,5.78
5166,BILL-0108-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,727,0.0094,6.81
5167,BILL-0108-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.41
5168,BILL-0108-04,taxes,ΦΠΑ (6% + 24%),,,41.62
5169,BILL-0108-05,energy,Χρέωση Ενέργειας - Προμήθεια,375,0.1056,39.6
5170,BILL-0108-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),375,0.0343,12.85
5171,BILL-0108-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),375,0.0106,3.96
5172,BILL-0108-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,375,0.0161,6.04
5173,BILL-0108-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,375,0.0085,3.2
5174,BILL-0108-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,375,0.0104,3.89
5175,BILL-0108-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.42
5176,BILL-0108-05,taxes,ΦΠΑ (6% + 24%),,,23.24
5177,BILL-0108-06,energy,Χρέωση Ενέργειας - Προμήθεια,485,0.0963,46.69
5178,BILL-0108-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),485,0.0308,14.94
5179,BILL-0108-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),485,0.0093,4.51
5180,BILL-0108-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,485,0.0156,7.58
5181,BILL-0108-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,485,0.0079,3.85
5182,BILL-0108-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,485,0.0092,4.45
5183,BILL-0108-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.81
5184,BILL-0108-06,taxes,ΦΠΑ (6% + 24%),,,28.97
5185,BILL-0109-01,energy,Χρέωση Ενέργειας - Προμήθεια,533,0.1067,56.85
5186,BILL-0109-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),533,0.0332,17.71
5187,BILL-0109-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),533,0.0096,5.14
5188,BILL-0109-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,533,0.0161,8.6
5189,BILL-0109-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,533,0.0088,4.67
5190,BILL-0109-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,533,0.0096,5.13
5191,BILL-0109-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.19
5192,BILL-0109-01,taxes,ΦΠΑ (6% + 24%),,,29.51
5193,BILL-0109-02,energy,Χρέωση Ενέργειας - Προμήθεια,687,0.0818,56.22
5194,BILL-0109-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),687,0.0237,16.26
5195,BILL-0109-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),687,0.0077,5.29
5196,BILL-0109-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,687,0.0128,8.78
5197,BILL-0109-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,687,0.0069,4.73
5198,BILL-0109-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,687,0.008,5.47
5199,BILL-0109-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.18
5200,BILL-0109-02,taxes,ΦΠΑ (6% + 24%),,,31.55
5201,BILL-0109-03,energy,Χρέωση Ενέργειας - Προμήθεια,583,0.1156,67.4
5202,BILL-0109-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),583,0.0344,20.06
5203,BILL-0109-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),583,0.0107,6.24
5204,BILL-0109-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,583,0.0167,9.74
5205,BILL-0109-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,583,0.0089,5.21
5206,BILL-0109-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,583,0.0103,5.98
5207,BILL-0109-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.9
5208,BILL-0109-03,taxes,ΦΠΑ (6% + 24%),,,36.79
5209,BILL-0109-04,energy,Χρέωση Ενέργειας - Προμήθεια,591,0.1081,63.86
5210,BILL-0109-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),591,0.0344,20.33
5211,BILL-0109-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),591,0.0108,6.4
5212,BILL-0109-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,591,0.0172,10.14
5213,BILL-0109-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,591,0.0093,5.52
5214,BILL-0109-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,591,0.0102,6.05
5215,BILL-0109-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.97
5216,BILL-0109-04,taxes,ΦΠΑ (6% + 24%),,,37.17
5217,BILL-0109-05,energy,Χρέωση Ενέργειας - Προμήθεια,652,0.1115,72.67
5218,BILL-0109-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),652,0.0349,22.73
5219,BILL-0109-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),652,0.0109,7.09
5220,BILL-0109-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,652,0.0178,11.62
5221,BILL-0109-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,652,0.0097,6.34
5222,BILL-0109-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,652,0.0111,7.26
5223,BILL-0109-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.55
5224,BILL-0109-05,taxes,ΦΠΑ (6% + 24%),,,45.82
5225,BILL-0109-06,energy,Χρέωση Ενέργειας - Προμήθεια,496,0.0923,45.79
5226,BILL-0109-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),496,0.0293,14.55
5227,BILL-0109-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),496,0.0092,4.55
5228,BILL-0109-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,496,0.0149,7.4
5229,BILL-0109-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,496,0.0078,3.85
5230,BILL-0109-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,496,0.009,4.46
5231,BILL-0109-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.9
5232,BILL-0109-06,taxes,ΦΠΑ (6% + 24%),,,31.08
5233,BILL-0110-01,energy,Χρέωση Ενέργειας - Προμήθεια,335,0.0819,27.42
5234,BILL-0110-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),335,0.0268,8.97
5235,BILL-0110-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),335,0.0079,2.66
5236,BILL-0110-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,335,0.0131,4.39
5237,BILL-0110-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,335,0.0067,2.24
5238,BILL-0110-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,335,0.0079,2.64
5239,BILL-0110-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.71
5240,BILL-0110-01,taxes,ΦΠΑ (6% + 24%),,,15.91
5241,BILL-0110-02,energy,Χρέωση Ενέργειας - Προμήθεια,326,0.0912,29.72
5242,BILL-0110-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),326,0.0276,8.99
5243,BILL-0110-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),326,0.008,2.62
5244,BILL-0110-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,326,0.0142,4.64
5245,BILL-0110-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,326,0.0071,2.3
5246,BILL-0110-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,326,0.0083,2.72
5247,BILL-0110-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.74
5248,BILL-0110-02,taxes,ΦΠΑ (6% + 24%),,,15.52
5249,BILL-0110-03,energy,Χρέωση Ενέργειας - Προμήθεια,353,0.0944,33.33
5250,BILL-0110-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),353,0.0296,10.45
5251,BILL-0110-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),353,0.0092,3.25
5252,BILL-0110-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,353,0.0146,5.14
5253,BILL-0110-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,353,0.0083,2.94
5254,BILL-0110-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,353,0.0093,3.27
5255,BILL-0110-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,1.92
5256,BILL-0110-03,taxes,ΦΠΑ (6% + 24%),,,20.5
5257,BILL-0110-04,energy,Χρέωση Ενέργειας - Προμήθεια,607,0.1169,70.95
5258,BILL-0110-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),607,0.0345,20.93
5259,BILL-0110-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),607,0.0103,6.23
5260,BILL-0110-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,607,0.0166,10.08
5261,BILL-0110-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,607,0.0091,5.54
5262,BILL-0110-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,607,0.0112,6.78
5263,BILL-0110-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.22
5264,BILL-0110-04,taxes,ΦΠΑ (6% + 24%),,,38.44
5265,BILL-0110-05,energy,Χρέωση Ενέργειας - Προμήθεια,443,0.1031,45.67
5266,BILL-0110-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),443,0.0321,14.23
5267,BILL-0110-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),443,0.0104,4.6
5268,BILL-0110-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,443,0.0169,7.48
5269,BILL-0110-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,443,0.009,4
5270,BILL-0110-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,443,0.01,4.41
5271,BILL-0110-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.74
5272,BILL-0110-05,taxes,ΦΠΑ (6% + 24%),,,29.43
5273,BILL-0110-06,energy,Χρέωση Ενέργειας - Προμήθεια,363,0.1155,41.91
5274,BILL-0110-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),363,0.0354,12.86
5275,BILL-0110-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),363,0.0109,3.95
5276,BILL-0110-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,363,0.0187,6.8
5277,BILL-0110-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,363,0.0096,3.49
5278,BILL-0110-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,363,0.0112,4.05
5279,BILL-0110-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.58
5280,BILL-0110-06,taxes,ΦΠΑ (6% + 24%),,,25.78
5281,BILL-0111-01,energy,Χρέωση Ενέργειας - Προμήθεια,714,0.0937,66.92
5282,BILL-0111-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),714,0.0303,21.62
5283,BILL-0111-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),714,0.0093,6.63
5284,BILL-0111-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,714,0.014,10.02
5285,BILL-0111-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,714,0.0082,5.83
5286,BILL-0111-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,714,0.0093,6.66
5287,BILL-0111-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.94
5288,BILL-0111-01,taxes,ΦΠΑ (6% + 24%),,,38.19
5289,BILL-0111-02,energy,Χρέωση Ενέργειας - Προμήθεια,677,0.0997,67.53
5290,BILL-0111-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),677,0.0321,21.7
5291,BILL-0111-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),677,0.0099,6.67
5292,BILL-0111-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,677,0.0154,10.41
5293,BILL-0111-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,677,0.0086,5.81
5294,BILL-0111-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,677,0.0101,6.83
5295,BILL-0111-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,4.24
5296,BILL-0111-02,taxes,ΦΠΑ (6% + 24%),,,42.5
5297,BILL-0111-03,energy,Χρέωση Ενέργειας - Προμήθεια,682,0.0898,61.26
5298,BILL-0111-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),682,0.0269,18.37
5299,BILL-0111-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),682,0.0087,5.91
5300,BILL-0111-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,682,0.0134,9.17
5301,BILL-0111-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,682,0.0074,5.05
5302,BILL-0111-03,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,682,0.0082,5.62
5303,BILL-0111-03,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.55
5304,BILL-0111-03,taxes,ΦΠΑ (6% + 24%),,,35.67
5305,BILL-0111-04,energy,Χρέωση Ενέργειας - Προμήθεια,859,0.0978,84.01
5306,BILL-0111-04,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),859,0.0305,26.23
5307,BILL-0111-04,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),859,0.0088,7.57
5308,BILL-0111-04,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,859,0.0153,13.16
5309,BILL-0111-04,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,859,0.0082,7.08
5310,BILL-0111-04,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,859,0.0094,8.08
5311,BILL-0111-04,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,5.14
5312,BILL-0111-04,taxes,ΦΠΑ (6% + 24%),,,45.05
5313,BILL-0111-05,energy,Χρέωση Ενέργειας - Προμήθεια,1199,0.0809,97.04
5314,BILL-0111-05,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),1199,0.0242,28.97
5315,BILL-0111-05,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),1199,0.0071,8.54
5316,BILL-0111-05,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,1199,0.0118,14.17
5317,BILL-0111-05,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,1199,0.0063,7.59
5318,BILL-0111-05,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,1199,0.0073,8.7
5319,BILL-0111-05,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,5.42
5320,BILL-0111-05,taxes,ΦΠΑ (6% + 24%),,,51.99
5321,BILL-0111-06,energy,Χρέωση Ενέργειας - Προμήθεια,625,0.094,58.77
5322,BILL-0111-06,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),625,0.0284,17.73
5323,BILL-0111-06,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),625,0.0086,5.38
5324,BILL-0111-06,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,625,0.0149,9.32
5325,BILL-0111-06,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,625,0.008,5.02
5326,BILL-0111-06,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,625,0.0087,5.44
5327,BILL-0111-06,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.36
5328,BILL-0111-06,taxes,ΦΠΑ (6% + 24%),,,31.78
5329,BILL-0112-01,energy,Χρέωση Ενέργειας - Προμήθεια,389,0.117,45.5
5330,BILL-0112-01,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),389,0.0362,14.08
5331,BILL-0112-01,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),389,0.0116,4.51
5332,BILL-0112-01,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,389,0.0179,6.98
5333,BILL-0112-01,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,389,0.0103,4.01
5334,BILL-0112-01,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,389,0.0113,4.39
5335,BILL-0112-01,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,2.8
5336,BILL-0112-01,taxes,ΦΠΑ (6% + 24%),,,27.83
5337,BILL-0112-02,energy,Χρέωση Ενέργειας - Προμήθεια,422,0.119,50.22
5338,BILL-0112-02,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),422,0.0395,16.69
5339,BILL-0112-02,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),422,0.0118,4.99
5340,BILL-0112-02,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,422,0.0191,8.04
5341,BILL-0112-02,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,422,0.0103,4.34
5342,BILL-0112-02,taxes,ΕΦΚ - Ειδικός Φόρος Κατανάλωσης,422,0.0122,5.16
5343,BILL-0112-02,taxes,Δημοτικά Τέλη / Δημοτικός Φόρος,,,3.16
5344,BILL-0112-02,taxes,ΦΠΑ (6% + 24%),,,32.4
5345,BILL-0112-03,energy,Χρέωση Ενέργειας - Προμήθεια,570,0.1192,67.94
5346,BILL-0112-03,regulated,Ρυθμιζόμενες Χρεώσεις ΔΕΔΔΗΕ (Διανομή),570,0.0356,20.27
5347,BILL-0112-03,regulated,Ρυθμιζόμενες Χρεώσεις ΑΔΜΗΕ (Μεταφορά),570,0.0106,6.03
5348,BILL-0112-03,regulated,ΥΚΩ - Υπηρεσίες Κοινής Ωφέλειας,570,0.0184,10.51
5349,BILL-0112-03,regulated,ΕΤΜΕΑΡ - Τέλος ΑΠΕ,570,0.01,5.68
