bill_id,issue_date,period_from,period_to,customer_id,contract_id,account_id,supply_number,meter_id,tariff_code,total_amount
BILL-0060-03,2024-07-06,2024-05-01,2024-06-30,CUST-0060,CONTR-202925,ACC-851144,68021108048,M87586353,Watt+Volt Home,190.8
BILL-0060-04,2024-09-09,2024-07-01,2024-08-31,CUST-0060,CONTR-202925,ACC-851144,68021108048,M87586353,Watt+Volt Home,205.19
BILL-0060-05,2024-11-06,2024-09-01,2024-10-31,CUST-0060,CONTR-202925,ACC-851144,68021108048,M87586353,Watt+Volt Home,144.9
BILL-0060-06,2025-01-08,2024-11-01,2024-12-31,CUST-0060,CONTR-202925,ACC-851144,68021108048,M87586353,Watt+Volt Home,150.28
BILL-0061-01,2024-03-11,2024-01-01,2024-02-28,CUST-0061,CONTR-499372,ACC-732223,68022743616,M13242516,ΕΛΤΑ Ενέργεια Οικιακό,94.01
BILL-0061-02,2024-05-11,2024-03-01,2024-04-30,CUST-0061,CONTR-499372,ACC-732223,68022743616,M13242516,ΕΛΤΑ Ενέργεια Οικιακό,84.16
BILL-0061-03,2024-07-06,2024-05-01,2024-06-30,CUST-0061,CONTR-499372,ACC-732223,68022743616,M13242516,ΕΛΤΑ Ενέργεια Οικιακό,117.47
BILL-0061-04,2024-09-09,2024-07-01,2024-08-31,CUST-0061,CONTR-499372,ACC-732223,68022743616,M13242516,ΕΛΤΑ Ενέργεια Οικιακό,170.73
BILL-0061-05,2024-11-10,2024-09-01,2024-10-31,CUST-0061,CONTR-499372,ACC-732223,68022743616,M13242516,ΕΛΤΑ Ενέργεια Οικιακό,107.2
BILL-0061-06,2025-01-07,2024-11-01,2024-12-31,CUST-0061,CONTR-499372,ACC-732223,68022743616,M13242516,ΕΛΤΑ Ενέργεια Οικιακό,128.06
BILL-0062-01,2024-03-10,2024-01-01,2024-02-28,CUST-0062,CONTR-651316,ACC-224684,68178253697,M67453004,ΕΛΤΑ Ενέργεια Οικιακό,110.46
BILL-0062-02,2024-05-07,2024-03-01,2024-04-30,CUST-0062,CONTR-651316,ACC-224684,68178253697,M67453004,ΕΛΤΑ Ενέργεια Οικιακό,89.28
BILL-0062-03,2024-07-11,2024-05-01,2024-06-30,CUST-0062,CONTR-651316,ACC-224684,68178253697,M67453004,ΕΛΤΑ Ενέργεια Οικιακό,101.16
BILL-0062-04,2024-09-07,2024-07-01,2024-08-31,CUST-0062,CONTR-651316,ACC-224684,68178253697,M67453004,ΕΛΤΑ Ενέργεια Οικιακό,114.07
BILL-0062-05,2024-11-06,2024-09-01,2024-10-31,CUST-0062,CONTR-651316,ACC-224684,68178253697,M67453004,ΕΛΤΑ Ενέργεια Οικιακό,95.88
BILL-0062-06,2025-01-06,2024-11-01,2024-12-31,CUST-0062,CONTR-651316,ACC-224684,68178253697,M67453004,ΕΛΤΑ Ενέργεια Οικιακό,82.08
BILL-0063-01,2024-03-11,2024-01-01,2024-02-28,CUST-0063,CONTR-784917,ACC-482410,68968555409,M88416316,ΕΛΤΑ Ενέργεια Οικιακό,129.24
BILL-0063-02,2024-05-10,2024-03-01,2024-04-30,CUST-0063,CONTR-784917,ACC-482410,68968555409,M88416316,ΕΛΤΑ Ενέργεια Οικιακό,96.18
BILL-0063-03,2024-07-07,2024-05-01,2024-06-30,CUST-0063,CONTR-784917,ACC-482410,68968555409,M88416316,ΕΛΤΑ Ενέργεια Οικιακό,106.54
BILL-0063-04,2024-09-09,2024-07-01,2024-08-31,CUST-0063,CONTR-784917,ACC-482410,68968555409,M88416316,ΕΛΤΑ Ενέργεια Οικιακό,129.36
BILL-0063-05,2024-11-07,2024-09-01,2024-10-31,CUST-0063,CONTR-784917,ACC-482410,68968555409,M88416316,ΕΛΤΑ Ενέργεια Οικιακό,121.1
BILL-0063-06,2025-01-07,2024-11-01,2024-12-31,CUST-0063,CONTR-784917,ACC-482410,68968555409,M88416316,ΕΛΤΑ Ενέργεια Οικιακό,106.05
BILL-0064-01,2024-03-05,2024-01-01,2024-02-28,CUST-0064,CONTR-658859,ACC-287614,68578268843,M19967398,ΔΕΗ Γ1,152
BILL-0064-02,2024-05-06,2024-03-01,2024-04-30,CUST-0064,CONTR-658859,ACC-287614,68578268843,M19967398,ΔΕΗ Γ1,108.36
BILL-0064-03,2024-07-07,2024-05-01,2024-06-30,CUST-0064,CONTR-658859,ACC-287614,68578268843,M19967398,ΔΕΗ Γ1,115.08
BILL-0064-04,2024-09-06,2024-07-01,2024-08-31,CUST-0064,CONTR-658859,ACC-287614,68578268843,M19967398,ΔΕΗ Γ1,173.6
BILL-0064-05,2024-11-06,2024-09-01,2024-10-31,CUST-0064,CONTR-658859,ACC-287614,68578268843,M19967398,ΔΕΗ Γ1,200.2
BILL-0064-06,2025-01-06,2024-11-01,2024-12-31,CUST-0064,CONTR-658859,ACC-287614,68578268843,M19967398,ΔΕΗ Γ1,140.03
BILL-0065-01,2024-03-09,2024-01-01,2024-02-28,CUST-0065,CONTR-110189,ACC-202925,68144246311,M96464664,ΔΕΗ Γ1,119.28
BILL-0065-02,2024-05-08,2024-03-01,2024-04-30,CUST-0065,CONTR-110189,ACC-202925,68144246311,M96464664,ΔΕΗ Γ1,103.2
BILL-0065-03,2024-07-10,2024-05-01,2024-06-30,CUST-0065,CONTR-110189,ACC-202925,68144246311,M96464664,ΔΕΗ Γ1,94.24
BILL-0065-04,2024-09-11,2024-07-01,2024-08-31,CUST-0065,CONTR-110189,ACC-202925,68144246311,M96464664,ΔΕΗ Γ1,128.69
BILL-0065-05,2024-11-11,2024-09-01,2024-10-31,CUST-0065,CONTR-110189,ACC-202925,68144246311,M96464664,ΔΕΗ Γ1,137.34
BILL-0065-06,2025-01-08,2024-11-01,2024-12-31,CUST-0065,CONTR-110189,ACC-202925,68144246311,M96464664,ΔΕΗ Γ1,119.46
BILL-0066-01,2024-03-05,2024-01-01,2024-02-28,CUST-0066,CONTR-308577,ACC-631411,68383037156,M57117723,Ήρων Οικιακό,133.8
BILL-0066-02,2024-05-07,2024-03-01,2024-04-30,CUST-0066,CONTR-308577,ACC-631411,68383037156,M57117723,Ήρων Οικιακό,129.96
BILL-0066-03,2024-07-07,2024-05-01,2024-06-30,CUST-0066,CONTR-308577,ACC-631411,68383037156,M57117723,Ήρων Οικιακό,156.2
BILL-0066-04,2024-09-07,2024-07-01,2024-08-31,CUST-0066,CONTR-308577,ACC-631411,68383037156,M57117723,Ήρων Οικιακό,258.5
BILL-0066-05,2024-11-10,2024-09-01,2024-10-31,CUST-0066,CONTR-308577,ACC-631411,68383037156,M57117723,Ήρων Οικιακό,131.36
BILL-0066-06,2025-01-10,2024-11-01,2024-12-31,CUST-0066,CONTR-308577,ACC-631411,68383037156,M57117723,Ήρων Οικιακό,119.85
BILL-0067-01,2024-03-09,2024-01-01,2024-02-28,CUST-0067,CONTR-732881,ACC-458494,68708971565,M33128569,Watt+Volt Home,72.77
BILL-0067-02,2024-05-10,2024-03-01,2024-04-30,CUST-0067,CONTR-732881,ACC-458494,68708971565,M33128569,Watt+Volt Home,53.76
BILL-0067-03,2024-07-06,2024-05-01,2024-06-30,CUST-0067,CONTR-732881,ACC-458494,68708971565,M33128569,Watt+Volt Home,72.59
BILL-0067-04,2024-09-06,2024-07-01,2024-08-31,CUST-0067,CONTR-732881,ACC-458494,68708971565,M33128569,Watt+Volt Home,84.9
BILL-0067-05,2024-11-10,2024-09-01,2024-10-31,CUST-0067,CONTR-732881,ACC-458494,68708971565,M33128569,Watt+Volt Home,81.6
BILL-0067-06,2025-01-11,2024-11-01,2024-12-31,CUST-0067,CONTR-732881,ACC-458494,68708971565,M33128569,Watt+Volt Home,74.48
BILL-0068-01,2024-03-07,2024-01-01,2024-02-28,CUST-0068,CONTR-334589,ACC-779258,68640068727,M14401802,Watt+Volt Home,183.54
BILL-0068-02,2024-05-10,2024-03-01,2024-04-30,CUST-0068,CONTR-334589,ACC-779258,68640068727,M14401802,Watt+Volt Home,149.6
BILL-0068-03,2024-07-05,2024-05-01,2024-06-30,CUST-0068,CONTR-334589,ACC-779258,68640068727,M14401802,Watt+Volt Home,159.46
BILL-0068-04,2024-09-05,2024-07-01,2024-08-31,CUST-0068,CONTR-334589,ACC-779258,68640068727,M14401802,Watt+Volt Home,260.2
BILL-0068-05,2024-11-07,2024-09-01,2024-10-31,CUST-0068,CONTR-334589,ACC-779258,68640068727,M14401802,Watt+Volt Home,192
BILL-0068-06,2025-01-08,2024-11-01,2024-12-31,CUST-0068,CONTR-334589,ACC-779258,68640068727,M14401802,Watt+Volt Home,192.5
BILL-0069-01,2024-03-06,2024-01-01,2024-02-28,CUST-0069,CONTR-145012,ACC-609200,68191423104,M24481618,ΔΕΗ Γ1Ν,72.64
BILL-0069-02,2024-05-07,2024-03-01,2024-04-30,CUST-0069,CONTR-145012,ACC-609200,68191423104,M24481618,ΔΕΗ Γ1Ν,64.65
BILL-0069-03,2024-07-07,2024-05-01,2024-06-30,CUST-0069,CONTR-145012,ACC-609200,68191423104,M24481618,ΔΕΗ Γ1Ν,103.36
BILL-0069-04,2024-09-07,2024-07-01,2024-08-31,CUST-0069,CONTR-145012,ACC-609200,68191423104,M24481618,ΔΕΗ Γ1Ν,119.16
BILL-0069-05,2024-11-11,2024-09-01,2024-10-31,CUST-0069,CONTR-145012,ACC-609200,68191423104,M24481618,ΔΕΗ Γ1Ν,85.44
BILL-0069-06,2025-01-06,2024-11-01,2024-12-31,CUST-0069,CONTR-145012,ACC-609200,68191423104,M24481618,ΔΕΗ Γ1Ν,95.38
BILL-0070-01,2024-03-08,2024-01-01,2024-02-28,CUST-0070,CONTR-557782,ACC-641510,68844374035,M00501970,NRG Οικιακό,169.2
BILL-0070-02,2024-05-08,2024-03-01,2024-04-30,CUST-0070,CONTR-557782,ACC-641510,68844374035,M00501970,NRG Οικιακό,141.74
BILL-0070-03,2024-07-10,2024-05-01,2024-06-30,CUST-0070,CONTR-557782,ACC-641510,68844374035,M00501970,NRG Οικιακό,184.6
BILL-0070-04,2024-09-07,2024-07-01,2024-08-31,CUST-0070,CONTR-557782,ACC-641510,68844374035,M00501970,NRG Οικιακό,271.53
BILL-0070-05,2024-11-08,2024-09-01,2024-10-31,CUST-0070,CONTR-557782,ACC-641510,68844374035,M00501970,NRG Οικιακό,148.2
BILL-0070-06,2025-01-05,2024-11-01,2024-12-31,CUST-0070,CONTR-557782,ACC-641510,68844374035,M00501970,NRG Οικιακό,188.32
BILL-0071-01,2024-03-05,2024-01-01,2024-02-28,CUST-0071,CONTR-649595,ACC-906327,68414286436,M45345085,Ήρων Οικιακό,134.54
BILL-0071-02,2024-05-08,2024-03-01,2024-04-30,CUST-0071,CONTR-649595,ACC-906327,68414286436,M45345085,Ήρων Οικιακό,188.16
BILL-0071-03,2024-07-08,2024-05-01,2024-06-30,CUST-0071,CONTR-649595,ACC-906327,68414286436,M45345085,Ήρων Οικιακό,147.9
BILL-0071-04,2024-09-06,2024-07-01,2024-08-31,CUST-0071,CONTR-649595,ACC-906327,68414286436,M45345085,Ήρων Οικιακό,206.4
BILL-0071-05,2024-11-06,2024-09-01,2024-10-31,CUST-0071,CONTR-649595,ACC-906327,68414286436,M45345085,Ήρων Οικιακό,174.72
BILL-0071-06,2025-01-10,2024-11-01,2024-12-31,CUST-0071,CONTR-649595,ACC-906327,68414286436,M45345085,Ήρων Οικιακό,152.16
BILL-0072-01,2024-03-07,2024-01-01,2024-02-28,CUST-0072,CONTR-958621,ACC-319243,68801354459,M36099208,Zenith Οικιακό,95.19
BILL-0072-02,2024-05-09,2024-03-01,2024-04-30,CUST-0072,CONTR-958621,ACC-319243,68801354459,M36099208,Zenith Οικιακό,92.19
BILL-0072-03,2024-07-07,2024-05-01,2024-06-30,CUST-0072,CONTR-958621,ACC-319243,68801354459,M36099208,Zenith Οικιακό,93.96
BILL-0072-04,2024-09-05,2024-07-01,2024-08-31,CUST-0072,CONTR-958621,ACC-319243,68801354459,M36099208,Zenith Οικιακό,135.66
BILL-0072-05,2024-11-09,2024-09-01,2024-10-31,CUST-0072,CONTR-958621,ACC-319243,68801354459,M36099208,Zenith Οικιακό,130.6
BILL-0072-06,2025-01-10,2024-11-01,2024-12-31,CUST-0072,CONTR-958621,ACC-319243,68801354459,M36099208,Zenith Οικιακό,83.52
BILL-0073-01,2024-03-06,2024-01-01,2024-02-28,CUST-0073,CONTR-979532,ACC-599378,68747678269,M77250592,ΕΛΤΑ Ενέργεια Οικιακό,78.6
BILL-0073-02,2024-05-07,2024-03-01,2024-04-30,CUST-0073,CONTR-979532,ACC-599378,68747678269,M77250592,ΕΛΤΑ Ενέργεια Οικιακό,81.84
BILL-0073-03,2024-07-07,2024-05-01,2024-06-30,CUST-0073,CONTR-979532,ACC-599378,68747678269,M77250592,ΕΛΤΑ Ενέργεια Οικιακό,60.62
BILL-0073-04,2024-09-09,2024-07-01,2024-08-31,CUST-0073,CONTR-979532,ACC-599378,68747678269,M77250592,ΕΛΤΑ Ενέργεια Οικιακό,121.6
BILL-0073-05,2024-11-07,2024-09-01,2024-10-31,CUST-0073,CONTR-979532,ACC-599378,68747678269,M77250592,ΕΛΤΑ Ενέργεια Οικιακό,94
BILL-0073-06,2025-01-11,2024-11-01,2024-12-31,CUST-0073,CONTR-979532,ACC-599378,68747678269,M77250592,ΕΛΤΑ Ενέργεια Οικιακό,65.7
BILL-0074-01,2024-03-10,2024-01-01,2024-02-28,CUST-0074,CONTR-176318,ACC-493395,68696797353,M33753276,ΔΕΗ myHome Online,94.6
BILL-0074-02,2024-05-06,2024-03-01,2024-04-30,CUST-0074,CONTR-176318,ACC-493395,68696797353,M33753276,ΔΕΗ myHome Online,76.16
BILL-0074-03,2024-07-11,2024-05-01,2024-06-30,CUST-0074,CONTR-176318,ACC-493395,68696797353,M33753276,ΔΕΗ myHome Online,97.8
BILL-0074-04,2024-09-11,2024-07-01,2024-08-31,CUST-0074,CONTR-176318,ACC-493395,68696797353,M33753276,ΔΕΗ myHome Online,120.46
BILL-0074-05,2024-11-09,2024-09-01,2024-10-31,CUST-0074,CONTR-176318,ACC-493395,68696797353,M33753276,ΔΕΗ myHome Online,113.4
BILL-0074-06,2025-01-10,2024-11-01,2024-12-31,CUST-0074,CONTR-176318,ACC-493395,68696797353,M33753276,ΔΕΗ myHome Online,75.04
BILL-0075-01,2024-03-05,2024-01-01,2024-02-28,CUST-0075,CONTR-732719,ACC-349441,68625224532,M17318626,Elpedison Home Basic,143.22
BILL-0075-02,2024-05-09,2024-03-01,2024-04-30,CUST-0075,CONTR-732719,ACC-349441,68625224532,M17318626,Elpedison Home Basic,114.2
BILL-0075-03,2024-07-11,2024-05-01,2024-06-30,CUST-0075,CONTR-732719,ACC-349441,68625224532,M17318626,Elpedison Home Basic,128.88
BILL-0075-04,2024-09-08,2024-07-01,2024-08-31,CUST-0075,CONTR-732719,ACC-349441,68625224532,M17318626,Elpedison Home Basic,178.92
BILL-0075-05,2024-11-10,2024-09-01,2024-10-31,CUST-0075,CONTR-732719,ACC-349441,68625224532,M17318626,Elpedison Home Basic,151.38
BILL-0075-06,2025-01-06,2024-11-01,2024-12-31,CUST-0075,CONTR-732719,ACC-349441,68625224532,M17318626,Elpedison Home Basic,105.3
BILL-0076-01,2024-03-10,2024-01-01,2024-02-28,CUST-0076,CONTR-578027,ACC-226396,68559543508,M97810281,Ήρων Οικιακό,89.1
BILL-0076-02,2024-05-05,2024-03-01,2024-04-30,CUST-0076,CONTR-578027,ACC-226396,68559543508,M97810281,Ήρων Οικιακό,67.04
BILL-0076-03,2024-07-09,2024-05-01,2024-06-30,CUST-0076,CONTR-578027,ACC-226396,68559543508,M97810281,Ήρων Οικιακό,98.64
BILL-0076-04,2024-09-10,2024-07-01,2024-08-31,CUST-0076,CONTR-578027,ACC-226396,68559543508,M97810281,Ήρων Οικιακό,138.32
BILL-0076-05,2024-11-09,2024-09-01,2024-10-31,CUST-0076,CONTR-578027,ACC-226396,68559543508,M97810281,Ήρων Οικιακό,95.2
BILL-0076-06,2025-01-05,2024-11-01,2024-12-31,CUST-0076,CONTR-578027,ACC-226396,68559543508,M97810281,Ήρων Οικιακό,98.07
BILL-0077-01,2024-03-06,2024-01-01,2024-02-28,CUST-0077,CONTR-153945,ACC-910539,68354410199,M12894530,Watt+Volt Home,120.19
BILL-0077-02,2024-05-10,2024-03-01,2024-04-30,CUST-0077,CONTR-153945,ACC-910539,68354410199,M12894530,Watt+Volt Home,111.15
BILL-0077-03,2024-07-07,2024-05-01,2024-06-30,CUST-0077,CONTR-153945,ACC-910539,68354410199,M12894530,Watt+Volt Home,146.8
BILL-0077-04,2024-09-08,2024-07-01,2024-08-31,CUST-0077,CONTR-153945,ACC-910539,68354410199,M12894530,Watt+Volt Home,165.24
BILL-0077-05,2024-11-08,2024-09-01,2024-10-31,CUST-0077,CONTR-153945,ACC-910539,68354410199,M12894530,Watt+Volt Home,133.92
BILL-0077-06,2025-01-10,2024-11-01,2024-12-31,CUST-0077,CONTR-153945,ACC-910539,68354410199,M12894530,Watt+Volt Home,116.96
BILL-0078-01,2024-03-11,2024-01-01,2024-02-28,CUST-0078,CONTR-136867,ACC-670049,68807742182,M34821927,Ήρων Οικιακό,140.79
BILL-0078-02,2024-05-05,2024-03-01,2024-04-30,CUST-0078,CONTR-136867,ACC-670049,68807742182,M34821927,Ήρων Οικιακό,169.62
BILL-0078-03,2024-07-07,2024-05-01,2024-06-30,CUST-0078,CONTR-136867,ACC-670049,68807742182,M34821927,Ήρων Οικιακό,157.14
BILL-0078-04,2024-09-08,2024-07-01,2024-08-31,CUST-0078,CONTR-136867,ACC-670049,68807742182,M34821927,Ήρων Οικιακό,174.08
BILL-0078-05,2024-11-10,2024-09-01,2024-10-31,CUST-0078,CONTR-136867,ACC-670049,68807742182,M34821927,Ήρων Οικιακό,168.98
BILL-0078-06,2025-01-10,2024-11-01,2024-12-31,CUST-0078,CONTR-136867,ACC-670049,68807742182,M34821927,Ήρων Οικιακό,130.35
BILL-0079-01,2024-03-11,2024-01-01,2024-02-28,CUST-0079,CONTR-780040,ACC-661801,68399746142,M77135236,ΔΕΗ Γ1Ν,83.84
BILL-0079-02,2024-05-09,2024-03-01,2024-04-30,CUST-0079,CONTR-780040,ACC-661801,68399746142,M77135236,ΔΕΗ Γ1Ν,105.6
BILL-0079-03,2024-07-07,2024-05-01,2024-06-30,CUST-0079,CONTR-780040,ACC-661801,68399746142,M77135236,ΔΕΗ Γ1Ν,88.64
BILL-0079-04,2024-09-09,2024-07-01,2024-08-31,CUST-0079,CONTR-780040,ACC-661801,68399746142,M77135236,ΔΕΗ Γ1Ν,155.99
BILL-0079-05,2024-11-07,2024-09-01,2024-10-31,CUST-0079,CONTR-780040,ACC-661801,68399746142,M77135236,ΔΕΗ Γ1Ν,98.4
BILL-0079-06,2025-01-08,2024-11-01,2024-12-31,CUST-0079,CONTR-780040,ACC-661801,68399746142,M77135236,ΔΕΗ Γ1Ν,81.77
BILL-0080-01,2024-03-09,2024-01-01,2024-02-28,CUST-0080,CONTR-801230,ACC-411638,68170960924,M71124538,ΕΛΤΑ Ενέργεια Οικιακό,106.5
BILL-0080-02,2024-05-10,2024-03-01,2024-04-30,CUST-0080,CONTR-801230,ACC-411638,68170960924,M71124538,ΕΛΤΑ Ενέργεια Οικιακό,95.7
BILL-0080-03,2024-07-08,2024-05-01,2024-06-30,CUST-0080,CONTR-801230,ACC-411638,68170960924,M71124538,ΕΛΤΑ Ενέργεια Οικιακό,130.73
BILL-0080-04,2024-09-07,2024-07-01,2024-08-31,CUST-0080,CONTR-801230,ACC-411638,68170960924,M71124538,ΕΛΤΑ Ενέργεια Οικιακό,142.65
BILL-0080-05,2024-11-06,2024-09-01,2024-10-31,CUST-0080,CONTR-801230,ACC-411638,68170960924,M71124538,ΕΛΤΑ Ενέργεια Οικιακό,123.04
BILL-0080-06,2025-01-08,2024-11-01,2024-12-31,CUST-0080,CONTR-801230,ACC-411638,68170960924,M71124538,ΕΛΤΑ Ενέργεια Οικιακό,146.79
BILL-0081-01,2024-03-09,2024-01-01,2024-02-28,CUST-0081,CONTR-986155,ACC-923008,68433780626,M47130873,ΔΕΗ Γ1Ν,192.15
BILL-0081-02,2024-05-08,2024-03-01,2024-04-30,CUST-0081,CONTR-986155,ACC-923008,68433780626,M47130873,ΔΕΗ Γ1Ν,143.82
BILL-0081-03,2024-07-10,2024-05-01,2024-06-30,CUST-0081,CONTR-986155,ACC-923008,68433780626,M47130873,ΔΕΗ Γ1Ν,170.51
BILL-0081-04,2024-09-11,2024-07-01,2024-08-31,CUST-0081,CONTR-986155,ACC-923008,68433780626,M47130873,ΔΕΗ Γ1Ν,197.12
BILL-0081-05,2024-11-08,2024-09-01,2024-10-31,CUST-0081,CONTR-986155,ACC-923008,68433780626,M47130873,ΔΕΗ Γ1Ν,155.7
BILL-0081-06,2025-01-06,2024-11-01,2024-12-31,CUST-0081,CONTR-986155,ACC-923008,68433780626,M47130873,ΔΕΗ Γ1Ν,160.65
BILL-0082-01,2024-03-11,2024-01-01,2024-02-28,CUST-0082,CONTR-738049,ACC-857758,68677840607,M03598492,NRG Οικιακό,147.6
BILL-0082-02,2024-05-07,2024-03-01,2024-04-30,CUST-0082,CONTR-738049,ACC-857758,68677840607,M03598492,NRG Οικιακό,157.8
BILL-0082-03,2024-07-11,2024-05-01,2024-06-30,CUST-0082,CONTR-738049,ACC-857758,68677840607,M03598492,NRG Οικιακό,159.52
BILL-0082-04,2024-09-07,2024-07-01,2024-08-31,CUST-0082,CONTR-738049,ACC-857758,68677840607,M03598492,NRG Οικιακό,232.56
BILL-0082-05,2024-11-10,2024-09-01,2024-10-31,CUST-0082,CONTR-738049,ACC-857758,68677840607,M03598492,NRG Οικιακό,214.38
BILL-0082-06,2025-01-07,2024-11-01,2024-12-31,CUST-0082,CONTR-738049,ACC-857758,68677840607,M03598492,NRG Οικιακό,180
BILL-0083-01,2024-03-06,2024-01-01,2024-02-28,CUST-0083,CONTR-832156,ACC-269256,68401112145,M82685642,Protergia Home,102.78
BILL-0083-02,2024-05-10,2024-03-01,2024-04-30,CUST-0083,CONTR-832156,ACC-269256,68401112145,M82685642,Protergia Home,92.25
BILL-0083-03,2024-07-11,2024-05-01,2024-06-30,CUST-0083,CONTR-832156,ACC-269256,68401112145,M82685642,Protergia Home,103.52
BILL-0083-04,2024-09-06,2024-07-01,2024-08-31,CUST-0083,CONTR-832156,ACC-269256,68401112145,M82685642,Protergia Home,174.09
BILL-0083-05,2024-11-11,2024-09-01,2024-10-31,CUST-0083,CONTR-832156,ACC-269256,68401112145,M82685642,Protergia Home,161.28
BILL-0083-06,2025-01-09,2024-11-01,2024-12-31,CUST-0083,CONTR-832156,ACC-269256,68401112145,M82685642,Protergia Home,126
BILL-0084-01,2024-03-07,2024-01-01,2024-02-28,CUST-0084,CONTR-473614,ACC-715272,68928243774,M84904233,Zenith Οικιακό,76.95
BILL-0084-02,2024-05-07,2024-03-01,2024-04-30,CUST-0084,CONTR-473614,ACC-715272,68928243774,M84904233,Zenith Οικιακό,82.05
BILL-0084-03,2024-07-06,2024-05-01,2024-06-30,CUST-0084,CONTR-473614,ACC-715272,68928243774,M84904233,Zenith Οικιακό,101.44
BILL-0084-04,2024-09-05,2024-07-01,2024-08-31,CUST-0084,CONTR-473614,ACC-715272,68928243774,M84904233,Zenith Οικιακό,183.48
BILL-0084-05,2024-11-05,2024-09-01,2024-10-31,CUST-0084,CONTR-473614,ACC-715272,68928243774,M84904233,Zenith Οικιακό,95.2
BILL-0084-06,2025-01-07,2024-11-01,2024-12-31,CUST-0084,CONTR-473614,ACC-715272,68928243774,M84904233,Zenith Οικιακό,106.4
BILL-0085-01,2024-03-11,2024-01-01,2024-02-28,CUST-0085,CONTR-433043,ACC-916900,68128878436,M87196501,Elpedison Home Plus,76.68
BILL-0085-02,2024-05-07,2024-03-01,2024-04-30,CUST-0085,CONTR-433043,ACC-916900,68128878436,M87196501,Elpedison Home Plus,63.75
BILL-0085-03,2024-07-06,2024-05-01,2024-06-30,CUST-0085,CONTR-433043,ACC-916900,68128878436,M87196501,Elpedison Home Plus,125.18
BILL-0085-04,2024-09-10,2024-07-01,2024-08-31,CUST-0085,CONTR-433043,ACC-916900,68128878436,M87196501,Elpedison Home Plus,145.95
BILL-0085-05,2024-11-06,2024-09-01,2024-10-31,CUST-0085,CONTR-433043,ACC-916900,68128878436,M87196501,Elpedison Home Plus,104.31
BILL-0085-06,2025-01-05,2024-11-01,2024-12-31,CUST-0085,CONTR-433043,ACC-916900,68128878436,M87196501,Elpedison Home Plus,82.44
BILL-0086-01,2024-03-10,2024-01-01,2024-02-28,CUST-0086,CONTR-553932,ACC-450031,68147927179,M91993780,Ήρων Οικιακό,96.58
BILL-0086-02,2024-05-08,2024-03-01,2024-04-30,CUST-0086,CONTR-553932,ACC-450031,68147927179,M91993780,Ήρων Οικιακό,77.33
BILL-0086-03,2024-07-11,2024-05-01,2024-06-30,CUST-0086,CONTR-553932,ACC-450031,68147927179,M91993780,Ήρων Οικιακό,84.48
BILL-0086-04,2024-09-06,2024-07-01,2024-08-31,CUST-0086,CONTR-553932,ACC-450031,68147927179,M91993780,Ήρων Οικιακό,111.52
BILL-0086-05,2024-11-06,2024-09-01,2024-10-31,CUST-0086,CONTR-553932,ACC-450031,68147927179,M91993780,Ήρων Οικιακό,88.06
BILL-0086-06,2025-01-09,2024-11-01,2024-12-31,CUST-0086,CONTR-553932,ACC-450031,68147927179,M91993780,Ήρων Οικιακό,91.4
BILL-0087-01,2024-03-05,2024-01-01,2024-02-28,CUST-0087,CONTR-929212,ACC-342953,68278694446,M33274286,Elpedison Home Plus,138.89
BILL-0087-02,2024-05-05,2024-03-01,2024-04-30,CUST-0087,CONTR-929212,ACC-342953,68278694446,M33274286,Elpedison Home Plus,108.64
BILL-0087-03,2024-07-06,2024-05-01,2024-06-30,CUST-0087,CONTR-929212,ACC-342953,68278694446,M33274286,Elpedison Home Plus,136.85
BILL-0087-04,2024-09-10,2024-07-01,2024-08-31,CUST-0087,CONTR-929212,ACC-342953,68278694446,M33274286,Elpedison Home Plus,215.6
BILL-0087-05,2024-11-06,2024-09-01,2024-10-31,CUST-0087,CONTR-929212,ACC-342953,68278694446,M33274286,Elpedison Home Plus,161.4
BILL-0087-06,2025-01-09,2024-11-01,2024-12-31,CUST-0087,CONTR-929212,ACC-342953,68278694446,M33274286,Elpedison Home Plus,131.6
BILL-0088-01,2024-03-10,2024-01-01,2024-02-28,CUST-0088,CONTR-817541,ACC-574771,68976746045,M38252681,Ήρων Οικιακό,81.44
BILL-0088-02,2024-05-05,2024-03-01,2024-04-30,CUST-0088,CONTR-817541,ACC-574771,68976746045,M38252681,Ήρων Οικιακό,96.4
BILL-0088-03,2024-07-08,2024-05-01,2024-06-30,CUST-0088,CONTR-817541,ACC-574771,68976746045,M38252681,Ήρων Οικιακό,88.92
BILL-0088-04,2024-09-07,2024-07-01,2024-08-31,CUST-0088,CONTR-817541,ACC-574771,68976746045,M38252681,Ήρων Οικιακό,108.45
BILL-0088-05,2024-11-05,2024-09-01,2024-10-31,CUST-0088,CONTR-817541,ACC-574771,68976746045,M38252681,Ήρων Οικιακό,116.16
BILL-0088-06,2025-01-08,2024-11-01,2024-12-31,CUST-0088,CONTR-817541,ACC-574771,68976746045,M38252681,Ήρων Οικιακό,70.05
BILL-0089-01,2024-03-11,2024-01-01,2024-02-28,CUST-0089,CONTR-830335,ACC-249970,68621370561,M87752629,Zenith Οικιακό,72
BILL-0089-02,2024-05-09,2024-03-01,2024-04-30,CUST-0089,CONTR-830335,ACC-249970,68621370561,M87752629,Zenith Οικιακό,51.68
